time,drowsiness,eye_left_distance_1,eye_left_distance_2,eye_right_distance_1,eye_right_distance_2,lip_first_layer_distance_1,lip_first_layer_distance_2,lip_first_layer_distance_3,lip_first_layer_distance_4,lip_first_layer_distance_5,lip_second_layer_distance_1,lip_second_layer_distance_2,lip_second_layer_distance_3
2014-11-26 10:09:02,3,6.4031242374328485,7.0710678118654755,7.0710678118654755,7.0710678118654755,9.0,11.0,10.0,11.045361017187261,8.0,1.0,1.0,1.0
2014-11-26 10:09:03,3,5.830951894845301,7.0710678118654755,6.4031242374328485,5.830951894845301,9.0,12.0,12.0,13.0,9.0,3.0,2.0,2.0
2014-11-26 10:09:04,3,6.4031242374328485,7.810249675906654,7.0710678118654755,7.211102550927978,10.0,14.0,13.038404810405298,14.0,10.0,3.0,4.123105625617661,4.0
2014-11-26 10:09:05,3,5.656854249492381,6.4031242374328485,6.4031242374328485,6.4031242374328485,11.045361017187261,14.0,14.035668847618199,14.0,11.0,5.0,5.0990195135927845,5.0990195135927845
2014-11-26 10:09:06,3,6.4031242374328485,6.4031242374328485,7.211102550927978,5.656854249492381,10.0,14.035668847618199,14.0,14.0,10.0,5.0,5.0,5.0
2014-11-26 10:09:07,3,6.4031242374328485,7.0710678118654755,7.0710678118654755,7.0710678118654755,9.0,13.0,12.041594578792296,13.0,10.0,3.0,3.1622776601683795,3.1622776601683795
2014-11-26 10:09:08,3,5.656854249492381,6.4031242374328485,6.4031242374328485,6.4031242374328485,10.04987562112089,13.0,13.0,14.0,10.0,4.0,4.0,5.0
2014-11-26 10:09:09,3,6.4031242374328485,7.0710678118654755,7.0710678118654755,6.4031242374328485,10.0,13.0,12.0,13.0,10.0,4.0,3.0,3.0
2014-11-26 10:09:10,3,6.4031242374328485,7.810249675906654,7.211102550927978,7.0710678118654755,8.0,11.0,11.045361017187261,11.045361017187261,8.06225774829855,2.0,2.23606797749979,2.0
2014-11-26 10:09:11,3,7.0710678118654755,7.0710678118654755,7.0710678118654755,7.0710678118654755,10.0,14.0,13.0,13.038404810405298,10.0,3.0,4.0,4.123105625617661
2014-11-26 10:09:12,3,7.0710678118654755,7.0710678118654755,7.0710678118654755,7.0710678118654755,10.0,14.0,13.0,14.0,10.0,4.123105625617661,4.0,4.0
2014-11-26 10:09:13,3,6.4031242374328485,6.4031242374328485,6.4031242374328485,6.4031242374328485,10.0,12.0,12.0,13.0,10.0,4.0,4.0,4.123105625617661
2014-11-26 10:09:14,3,7.810249675906654,7.810249675906654,7.0710678118654755,7.0710678118654755,10.0,12.0,12.0,13.038404810405298,10.0,3.0,4.0,4.123105625617661
2014-11-26 10:09:15,3,6.4031242374328485,7.0710678118654755,6.708203932499369,5.656854249492381,11.0,13.038404810405298,13.0,14.0,11.0,4.0,5.0,5.0
2014-11-26 10:09:16,3,5.830951894845301,5.830951894845301,5.385164807134504,5.0,10.0,13.0,13.0,14.0,10.0,4.0,4.0,4.0
2014-11-26 10:09:17,3,5.656854249492381,7.211102550927978,6.4031242374328485,6.4031242374328485,8.0,10.0,10.0,10.0,7.0,1.0,1.0,2.23606797749979
2014-11-26 10:09:18,3,6.4031242374328485,7.0710678118654755,7.0710678118654755,6.4031242374328485,9.0,12.0,11.0,11.045361017187261,9.0,2.0,3.0,3.0
2014-11-26 10:09:19,3,6.4031242374328485,7.0710678118654755,7.0710678118654755,7.0710678118654755,10.0,14.0,13.0,13.0,10.0,4.0,4.0,3.0
2014-11-26 10:09:20,3,6.4031242374328485,7.0710678118654755,7.810249675906654,7.810249675906654,6.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0
2014-11-26 10:09:21,3,6.4031242374328485,8.48528137423857,7.0710678118654755,7.0710678118654755,9.055385138137417,11.045361017187261,12.0,11.0,9.0,3.1622776601683795,3.0,3.1622776601683795
2014-11-26 10:09:22,3,7.810249675906654,8.48528137423857,7.810249675906654,7.810249675906654,10.04987562112089,14.035668847618199,13.0,14.0,10.0,3.1622776601683795,4.123105625617661,3.0
2014-11-26 10:09:23,3,7.0710678118654755,7.0710678118654755,7.0710678118654755,7.0710678118654755,9.0,12.0,11.0,12.0,8.0,3.0,3.0,3.0
2014-11-26 10:09:24,3,7.0710678118654755,8.48528137423857,7.0710678118654755,7.810249675906654,8.06225774829855,11.045361017187261,10.0,10.0,8.0,2.0,1.0,2.0
2014-11-26 10:09:25,3,6.4031242374328485,7.0710678118654755,5.830951894845301,6.4031242374328485,8.0,11.0,10.0,11.0,8.0,3.0,3.0,3.0
2014-11-26 10:09:26,3,7.0710678118654755,7.0710678118654755,7.0710678118654755,7.0710678118654755,8.0,10.04987562112089,10.0,10.0,8.0,1.0,2.0,2.0
2014-11-26 10:09:27,3,7.211102550927978,7.810249675906654,7.0710678118654755,7.0710678118654755,9.055385138137417,11.045361017187261,11.0,11.045361017187261,8.06225774829855,3.1622776601683795,3.0,3.1622776601683795
2014-11-26 10:09:28,3,6.4031242374328485,7.810249675906654,7.211102550927978,5.656854249492381,9.0,12.0,13.038404810405298,13.0,9.0,3.0,4.123105625617661,4.0
2014-11-26 10:09:29,3,7.810249675906654,7.810249675906654,8.48528137423857,8.48528137423857,9.055385138137417,12.0,12.0,13.0,10.0,4.0,3.0,4.0
2014-11-26 10:09:30,3,7.810249675906654,8.48528137423857,7.0710678118654755,7.0710678118654755,8.0,10.0,10.0,11.0,9.0,2.0,2.23606797749979,2.0
2014-11-26 10:09:31,3,7.810249675906654,7.810249675906654,7.810249675906654,7.810249675906654,9.055385138137417,11.045361017187261,11.0,11.045361017187261,8.0,2.23606797749979,2.0,2.23606797749979
2014-11-26 10:09:32,3,8.48528137423857,8.48528137423857,7.810249675906654,7.810249675906654,10.0,13.0,13.038404810405298,13.0,10.04987562112089,4.0,5.0990195135927845,4.0
2014-11-26 10:09:33,3,6.4031242374328485,7.0710678118654755,7.810249675906654,7.0710678118654755,10.0,14.0,13.0,14.0,11.0,5.0,4.123105625617661,5.0
2014-11-26 10:09:34,3,7.0710678118654755,7.0710678118654755,6.4031242374328485,7.0710678118654755,10.0,13.0,13.038404810405298,13.0,10.04987562112089,3.0,4.123105625617661,3.0
2014-11-26 10:09:35,3,6.4031242374328485,7.0710678118654755,6.4031242374328485,6.4031242374328485,8.0,11.0,10.0,10.04987562112089,8.06225774829855,2.0,1.0,2.23606797749979
2014-11-26 10:09:36,3,7.0710678118654755,8.48528137423857,7.810249675906654,7.0710678118654755,9.055385138137417,12.041594578792296,11.0,12.041594578792296,9.055385138137417,2.23606797749979,2.0,3.1622776601683795
2014-11-26 10:09:37,3,7.0710678118654755,8.48528137423857,7.810249675906654,8.48528137423857,9.0,12.0,13.0,13.0,10.0,3.0,4.123105625617661,3.0
2014-11-26 10:09:38,3,7.810249675906654,8.48528137423857,7.0710678118654755,7.810249675906654,8.0,11.045361017187261,11.0,11.045361017187261,9.0,2.23606797749979,3.0,3.1622776601683795
2014-11-26 10:09:39,3,7.0710678118654755,7.0710678118654755,6.4031242374328485,7.0710678118654755,8.0,12.0,11.0,11.0,8.0,2.0,2.0,3.0
2014-11-26 10:09:40,3,7.0710678118654755,7.810249675906654,7.0710678118654755,7.0710678118654755,9.0,12.0,13.0,12.0,10.0,3.0,3.1622776601683795,3.0
2014-11-26 10:09:41,3,7.0710678118654755,7.810249675906654,6.4031242374328485,7.0710678118654755,10.04987562112089,12.041594578792296,12.0,12.0,9.0,3.0,3.1622776601683795,3.0
2014-11-26 10:09:42,3,6.4031242374328485,8.48528137423857,7.810249675906654,7.0710678118654755,9.0,12.0,11.0,12.0,9.0,2.0,2.0,2.0
2014-11-26 10:09:43,3,5.830951894845301,6.4031242374328485,5.830951894845301,6.4031242374328485,8.0,12.0,11.045361017187261,13.0,10.0,3.0,3.1622776601683795,3.1622776601683795
2014-11-26 10:09:44,3,7.211102550927978,7.810249675906654,7.211102550927978,7.0710678118654755,10.0,13.0,13.0,13.0,10.0,3.0,4.123105625617661,4.0
2014-11-26 10:09:45,3,6.4031242374328485,6.4031242374328485,7.211102550927978,6.4031242374328485,10.0,12.0,12.0,13.0,10.0,3.0,3.0,3.0
2014-11-26 10:09:46,3,7.0710678118654755,7.0710678118654755,7.0710678118654755,7.0710678118654755,9.0,12.0,11.0,12.0,8.0,2.0,2.23606797749979,2.0
2014-11-26 10:09:47,3,7.211102550927978,7.0710678118654755,7.211102550927978,5.656854249492381,8.0,11.0,11.0,12.0,9.0,1.0,2.0,2.0
2014-11-26 10:09:48,3,7.0710678118654755,7.211102550927978,7.211102550927978,7.810249675906654,9.0,12.0,13.038404810405298,12.041594578792296,8.06225774829855,3.0,4.123105625617661,4.123105625617661
2014-11-26 10:09:49,3,5.830951894845301,6.4031242374328485,6.4031242374328485,6.4031242374328485,8.0,10.0,10.0,10.0,8.0,0.0,1.0,1.0
2014-11-26 10:09:50,3,5.830951894845301,6.4031242374328485,6.4031242374328485,5.656854249492381,8.0,10.0,10.0,10.0,8.0,1.0,1.0,1.0
2014-11-26 10:09:51,3,6.4031242374328485,7.211102550927978,6.4031242374328485,5.656854249492381,7.0,8.0,8.0,9.055385138137417,7.0,1.0,1.0,1.0
2014-11-26 10:09:52,3,5.385164807134504,6.4031242374328485,5.830951894845301,5.385164807134504,10.0,12.0,12.0,12.0,9.0,2.0,2.0,2.0
2014-11-26 10:09:53,3,6.4031242374328485,7.211102550927978,6.708203932499369,7.0710678118654755,7.0,9.0,9.0,10.0,7.0,1.0,0.0,0.0
2014-11-26 10:09:54,3,6.4031242374328485,7.810249675906654,7.211102550927978,7.0710678118654755,10.0,13.0,13.038404810405298,13.038404810405298,10.0,4.0,4.123105625617661,5.0
2014-11-26 10:09:55,3,7.0710678118654755,7.0710678118654755,7.211102550927978,6.4031242374328485,8.0,11.0,11.0,11.045361017187261,8.0,3.0,3.0,3.1622776601683795
2014-11-26 10:09:56,3,5.656854249492381,7.810249675906654,7.211102550927978,6.4031242374328485,10.0,12.0,12.0,12.0,10.04987562112089,3.0,4.0,3.0
2014-11-26 10:09:57,3,6.4031242374328485,6.4031242374328485,6.4031242374328485,5.656854249492381,9.0,13.0,13.0,12.041594578792296,10.0,4.0,3.0,4.0
2014-11-26 10:09:58,3,6.4031242374328485,6.4031242374328485,6.4031242374328485,7.0710678118654755,9.0,13.0,13.0,13.0,10.0,4.0,3.0,3.0
2014-11-26 10:09:59,3,6.4031242374328485,5.830951894845301,7.211102550927978,6.4031242374328485,8.0,11.045361017187261,10.0,11.045361017187261,8.0,2.23606797749979,2.0,2.23606797749979
2014-11-26 10:10:00,3,5.656854249492381,5.830951894845301,7.211102550927978,6.4031242374328485,7.0,9.0,9.0,9.055385138137417,7.0,1.0,1.0,1.4142135623730951
2014-11-26 10:10:01,3,6.4031242374328485,6.4031242374328485,6.708203932499369,7.0710678118654755,7.0,9.0,8.0,9.055385138137417,7.0,1.4142135623730951,1.0,1.0
2014-11-26 10:10:02,3,7.0710678118654755,6.4031242374328485,6.4031242374328485,6.4031242374328485,10.0,13.0,14.035668847618199,13.038404810405298,10.0,3.0,4.123105625617661,3.1622776601683795
2014-11-26 10:10:03,3,7.211102550927978,6.4031242374328485,7.0710678118654755,7.0710678118654755,7.0,9.0,10.0,10.0,8.0,1.0,1.0,1.0
2014-11-26 10:10:04,3,6.4031242374328485,7.211102550927978,7.211102550927978,7.0710678118654755,10.0,13.0,12.0,13.0,9.0,4.0,3.0,4.0
2014-11-26 10:10:05,3,5.830951894845301,5.0,5.830951894845301,5.830951894845301,8.0,11.045361017187261,10.0,11.0,8.0,1.4142135623730951,1.0,1.0
2014-11-26 10:10:06,3,7.810249675906654,7.810249675906654,7.0710678118654755,7.0710678118654755,9.055385138137417,13.0,12.041594578792296,13.0,10.0,3.0,3.1622776601683795,3.0
2014-11-26 10:10:07,3,7.0710678118654755,7.810249675906654,7.0710678118654755,6.4031242374328485,9.0,11.0,11.0,12.0,9.0,2.0,2.0,2.0
2014-11-26 10:10:08,3,7.810249675906654,8.48528137423857,7.0710678118654755,7.810249675906654,9.0,12.0,12.041594578792296,12.041594578792296,10.0,3.1622776601683795,2.23606797749979,3.1622776601683795
2014-11-26 10:10:09,3,7.211102550927978,7.810249675906654,7.0710678118654755,7.0710678118654755,6.0,9.0,9.0,9.0,7.0,0.0,1.0,0.0
2014-11-26 10:10:10,3,7.211102550927978,8.48528137423857,7.0710678118654755,7.0710678118654755,7.0,8.0,9.0,8.0,7.0,0.0,0.0,0.0
2014-11-26 10:10:11,3,7.0710678118654755,7.810249675906654,7.810249675906654,7.810249675906654,10.0,13.0,12.0,13.0,10.0,3.0,4.0,4.0
2014-11-26 10:10:12,3,7.0710678118654755,7.810249675906654,7.0710678118654755,7.0710678118654755,8.0,11.045361017187261,11.045361017187261,11.045361017187261,8.0,2.0,3.1622776601683795,2.23606797749979
2014-11-26 10:10:13,3,6.4031242374328485,7.810249675906654,7.0710678118654755,7.0710678118654755,8.0,11.0,11.045361017187261,11.045361017187261,9.0,2.0,2.23606797749979,2.23606797749979
2014-11-26 10:10:14,3,7.0710678118654755,7.0710678118654755,7.810249675906654,7.0710678118654755,9.0,11.0,11.0,11.045361017187261,9.0,3.0,3.0,4.123105625617661
2014-11-26 10:10:15,3,6.4031242374328485,7.211102550927978,6.4031242374328485,7.0710678118654755,9.0,11.0,11.045361017187261,12.041594578792296,9.0,2.0,3.1622776601683795,2.0
2014-11-26 10:10:16,3,7.810249675906654,8.48528137423857,8.48528137423857,7.810249675906654,6.0,8.06225774829855,7.0,8.0,6.0,0.0,1.0,1.0
2014-11-26 10:10:17,3,7.810249675906654,7.810249675906654,7.810249675906654,7.0710678118654755,7.0,9.0,8.0,9.055385138137417,7.0710678118654755,1.0,1.0,1.0
2014-11-26 10:10:18,3,7.810249675906654,8.48528137423857,7.0710678118654755,7.0710678118654755,7.0710678118654755,9.055385138137417,8.0,9.055385138137417,7.0710678118654755,0.0,0.0,0.0
2014-11-26 10:10:19,3,7.810249675906654,7.810249675906654,8.48528137423857,8.48528137423857,6.0,9.0,8.0,9.055385138137417,7.0710678118654755,0.0,0.0,0.0
2014-11-26 10:10:20,3,6.4031242374328485,7.0710678118654755,7.0710678118654755,7.0710678118654755,9.0,11.0,10.0,11.0,8.0,2.0,2.0,2.23606797749979
2014-11-26 10:10:21,3,7.810249675906654,8.48528137423857,8.48528137423857,7.810249675906654,7.0,9.0,8.0,9.0,7.0,1.0,1.0,1.4142135623730951
2014-11-26 10:10:22,3,6.4031242374328485,7.810249675906654,7.810249675906654,7.810249675906654,7.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0
2014-11-26 10:10:23,3,7.0710678118654755,7.810249675906654,8.48528137423857,7.810249675906654,6.0,9.055385138137417,9.0,9.0,7.0,0.0,0.0,1.0
2014-11-26 10:10:24,3,7.211102550927978,7.810249675906654,7.810249675906654,7.0710678118654755,7.0,9.0,8.0,8.0,7.0,0.0,0.0,0.0
2014-11-26 10:10:25,3,7.810249675906654,8.48528137423857,8.48528137423857,7.810249675906654,5.0990195135927845,8.0,7.0,8.0,6.082762530298219,1.0,0.0,1.0
2014-11-26 10:10:26,3,7.0710678118654755,7.0710678118654755,7.0710678118654755,7.0710678118654755,6.082762530298219,8.0,9.0,9.055385138137417,7.0,0.0,1.0,0.0
2014-11-26 10:10:27,3,6.4031242374328485,7.810249675906654,7.810249675906654,7.211102550927978,7.0710678118654755,9.0,8.0,9.0,8.0,0.0,0.0,1.0
2014-11-26 10:10:28,3,7.211102550927978,7.810249675906654,7.0710678118654755,6.4031242374328485,7.0,9.0,8.0,9.055385138137417,7.0710678118654755,0.0,1.0,1.0
2014-11-26 10:10:29,3,7.211102550927978,7.810249675906654,7.0710678118654755,7.0710678118654755,7.0,8.0,8.0,8.0,7.0,0.0,0.0,0.0
2014-11-26 10:10:30,3,6.4031242374328485,7.810249675906654,7.0710678118654755,7.0710678118654755,6.0,8.0,7.0,8.0,6.0,0.0,0.0,0.0
2014-11-26 10:10:31,3,6.4031242374328485,7.810249675906654,7.0710678118654755,7.0710678118654755,6.082762530298219,8.0,9.055385138137417,9.055385138137417,7.0,1.0,1.0,0.0
2014-11-26 10:10:32,3,7.211102550927978,6.4031242374328485,6.4031242374328485,5.656854249492381,9.055385138137417,12.0,12.041594578792296,12.0,9.0,3.0,3.1622776601683795,3.0
2014-11-26 10:10:33,3,5.830951894845301,7.0710678118654755,5.830951894845301,7.0710678118654755,9.0,12.0,12.041594578792296,13.038404810405298,9.0,2.0,2.23606797749979,2.0
2014-11-26 10:10:34,3,6.4031242374328485,7.810249675906654,7.810249675906654,7.810249675906654,6.0,9.0,8.0,9.0,7.0,0.0,0.0,0.0
2014-11-26 10:10:35,3,4.47213595499958,5.656854249492381,4.47213595499958,5.0,9.0,12.0,12.0,11.0,8.0,3.0,2.0,2.23606797749979
2014-11-26 10:10:36,3,7.810249675906654,8.602325267042627,7.810249675906654,7.0710678118654755,7.0,9.055385138137417,8.0,8.0,6.082762530298219,0.0,0.0,0.0
2014-11-26 10:10:37,3,6.4031242374328485,6.4031242374328485,7.211102550927978,5.656854249492381,8.0,11.0,10.04987562112089,11.0,9.0,2.0,2.23606797749979,2.0
2014-11-26 10:10:38,3,6.4031242374328485,7.0710678118654755,6.4031242374328485,6.4031242374328485,8.0,12.0,11.045361017187261,12.0,9.0,1.0,2.23606797749979,2.0
2014-11-26 10:10:39,3,5.830951894845301,6.4031242374328485,7.211102550927978,6.4031242374328485,8.0,11.0,10.04987562112089,10.0,8.0,1.0,1.4142135623730951,1.4142135623730951
2014-11-26 10:10:40,3,5.830951894845301,7.0710678118654755,7.211102550927978,5.656854249492381,8.0,11.0,10.04987562112089,11.0,8.0,2.0,2.23606797749979,2.0
2014-11-26 10:10:41,3,6.4031242374328485,7.0710678118654755,7.810249675906654,6.4031242374328485,8.0,12.0,10.0,11.0,9.0,1.0,1.0,2.0
2014-11-26 10:10:42,3,5.830951894845301,6.4031242374328485,6.4031242374328485,6.4031242374328485,8.0,11.0,10.0,11.0,8.0,2.0,2.0,2.0
2014-11-26 10:10:43,3,6.4031242374328485,7.0710678118654755,7.211102550927978,7.0710678118654755,8.0,11.0,10.0,11.0,8.0,2.0,1.0,1.0
2014-11-26 10:10:44,3,7.211102550927978,7.0710678118654755,6.4031242374328485,7.0710678118654755,8.0,11.0,10.0,11.045361017187261,9.055385138137417,2.0,2.0,2.23606797749979
2014-11-26 10:10:45,3,7.211102550927978,7.810249675906654,7.211102550927978,7.0710678118654755,8.06225774829855,11.0,10.0,11.0,8.0,2.0,1.0,1.0
2014-11-26 10:10:46,3,7.211102550927978,7.0710678118654755,7.211102550927978,6.4031242374328485,8.0,11.0,11.0,12.041594578792296,9.0,1.0,2.0,2.0
2014-11-26 10:10:47,3,7.211102550927978,5.656854249492381,7.211102550927978,5.656854249492381,8.0,11.0,10.0,10.0,8.0,1.0,1.0,1.0
2014-11-26 10:10:48,3,6.4031242374328485,7.0710678118654755,6.4031242374328485,6.4031242374328485,7.0,9.0,9.0,10.0,7.0,1.0,1.4142135623730951,1.4142135623730951
2014-11-26 10:10:49,3,6.4031242374328485,7.0710678118654755,6.4031242374328485,6.4031242374328485,8.0,11.0,10.0,10.0,8.06225774829855,1.0,1.0,1.0
2014-11-26 10:10:50,3,6.4031242374328485,7.0710678118654755,6.4031242374328485,6.4031242374328485,8.0,10.0,11.045361017187261,11.0,8.0,1.0,2.23606797749979,1.0
2014-11-26 10:10:51,3,6.4031242374328485,7.0710678118654755,7.211102550927978,7.0710678118654755,7.0710678118654755,10.0,9.055385138137417,10.04987562112089,8.0,1.0,1.0,1.4142135623730951
2014-11-26 10:10:52,3,6.4031242374328485,6.4031242374328485,6.4031242374328485,6.4031242374328485,8.0,10.0,10.0,11.0,8.0,1.0,1.0,0.0
2014-11-26 10:10:53,3,5.830951894845301,6.4031242374328485,5.830951894845301,5.830951894845301,7.0,10.0,9.0,10.0,8.0,1.0,1.0,1.0
2014-11-26 10:10:54,3,5.830951894845301,7.0710678118654755,5.830951894845301,6.4031242374328485,8.0,10.0,11.045361017187261,11.0,8.0,1.0,2.23606797749979,2.0
2014-11-26 10:10:55,3,5.830951894845301,6.4031242374328485,5.830951894845301,5.830951894845301,7.0,9.0,9.0,10.0,8.0,1.0,1.0,1.0
2014-11-26 10:10:56,3,6.4031242374328485,7.0710678118654755,7.211102550927978,6.4031242374328485,8.0,10.0,11.0,11.0,8.0,1.4142135623730951,2.0,2.0
2014-11-26 10:10:57,3,6.4031242374328485,6.4031242374328485,6.4031242374328485,6.4031242374328485,8.0,11.0,10.0,11.0,8.0,1.0,2.0,2.0
2014-11-26 10:10:58,3,6.4031242374328485,7.0710678118654755,6.4031242374328485,6.4031242374328485,7.0,10.0,9.0,10.0,8.0,1.4142135623730951,0.0,1.0
2014-11-26 10:10:59,3,6.4031242374328485,6.4031242374328485,7.211102550927978,6.4031242374328485,7.0,10.0,11.0,11.0,8.0,1.0,1.0,1.0
2014-11-26 10:11:00,3,7.211102550927978,7.810249675906654,7.810249675906654,6.4031242374328485,8.0,10.0,10.0,10.0,8.0,1.0,1.0,1.0
2014-11-26 10:11:01,3,6.708203932499369,7.0710678118654755,6.4031242374328485,7.0710678118654755,7.0,10.0,9.0,10.0,8.0,1.0,1.0,1.0
2014-11-26 10:11:02,3,7.211102550927978,7.0710678118654755,7.211102550927978,6.4031242374328485,8.0,11.0,11.0,11.045361017187261,8.0,1.4142135623730951,2.0,2.0
2014-11-26 10:11:03,3,6.4031242374328485,6.4031242374328485,7.211102550927978,5.656854249492381,8.0,10.0,10.0,11.0,8.0,1.0,1.0,2.0
2014-11-26 10:11:04,3,5.830951894845301,6.4031242374328485,6.4031242374328485,6.4031242374328485,9.0,13.0,12.0,12.0,9.0,2.0,2.23606797749979,1.0
2014-11-26 10:11:05,3,7.0710678118654755,7.0710678118654755,7.0710678118654755,7.0710678118654755,7.0,9.0,9.0,10.04987562112089,7.0,0.0,0.0,0.0
2014-11-26 10:11:06,3,7.810249675906654,7.810249675906654,7.0710678118654755,7.0710678118654755,7.0,10.0,9.0,10.0,7.0,0.0,0.0,0.0
2014-11-26 10:11:07,3,7.0710678118654755,7.0710678118654755,6.4031242374328485,6.4031242374328485,8.0,11.0,11.0,12.0,9.0,2.0,1.4142135623730951,1.0
2014-11-26 10:11:08,3,5.830951894845301,5.830951894845301,5.830951894845301,5.830951894845301,8.0,11.0,10.04987562112089,11.0,8.0,1.0,1.4142135623730951,1.4142135623730951
2014-11-26 10:11:09,3,6.4031242374328485,6.4031242374328485,6.4031242374328485,6.4031242374328485,7.0,10.0,9.0,10.04987562112089,8.0,1.0,0.0,0.0
2014-11-26 10:11:10,3,7.810249675906654,8.48528137423857,8.48528137423857,8.48528137423857,8.06225774829855,10.0,9.055385138137417,10.0,7.0710678118654755,1.0,1.0,0.0
2014-11-26 10:11:11,3,7.810249675906654,8.48528137423857,7.810249675906654,7.810249675906654,7.0710678118654755,10.04987562112089,9.055385138137417,10.0,7.0710678118654755,1.0,0.0,1.0
2014-11-26 10:11:12,3,8.48528137423857,8.48528137423857,7.810249675906654,7.810249675906654,7.0,9.0,9.0,9.055385138137417,7.0,0.0,0.0,0.0
2014-11-26 10:11:13,3,7.810249675906654,8.48528137423857,8.48528137423857,8.48528137423857,8.0,9.0,9.0,9.0,7.0,0.0,0.0,0.0
